season,celebrity,week,FanVote%
22,Von Miller,2,2.05
22,Von Miller,3,1.82
22,Von Miller,4,1.56
22,Von Miller,5,1.32
22,Von Miller,6,1.11
22,Von Miller,7,0.88
22,Wanya Morris,1,7.64
22,Wanya Morris,2,7.34
22,Wanya Morris,3,7.06
22,Wanya Morris,4,6.78
22,Wanya Morris,5,6.49
22,Wanya Morris,6,6.18
22,Wanya Morris,7,5.92
22,Wanya Morris,8,5.54
22,Wanya Morris,9,4.56
23,Amber Rose,1,5.28
23,Amber Rose,2,4.73
23,Amber Rose,3,4.09
23,Amber Rose,4,3.39
23,Amber Rose,5,2.66
23,Amber Rose,6,2.02
23,Babyface,1,3.14
23,Babyface,2,2.73
23,Babyface,3,2.32
23,Babyface,4,1.87
23,Calvin Johnson Jr.,1,23.86
23,Calvin Johnson Jr.,2,25.26
23,Calvin Johnson Jr.,3,26.87
23,Calvin Johnson Jr.,4,28.41
23,Calvin Johnson Jr.,5,30.39
23,Calvin Johnson Jr.,6,31.18
23,Calvin Johnson Jr.,7,32.53
23,Calvin Johnson Jr.,8,33.69
23,Calvin Johnson Jr.,9,35.1
23,Calvin Johnson Jr.,10,36.92
23,Calvin Johnson Jr.,11,38.0
23,Jake T. Austin,1,1.34
23,Jake T. Austin,2,0.9
23,James Hinchcliffe,1,19.6
23,James Hinchcliffe,2,20.71
23,James Hinchcliffe,3,21.92
23,James Hinchcliffe,4,23.1
23,James Hinchcliffe,5,24.75
23,James Hinchcliffe,6,25.55
23,James Hinchcliffe,7,26.7
23,James Hinchcliffe,8,27.79
23,James Hinchcliffe,9,29.09
23,James Hinchcliffe,10,30.52
23,James Hinchcliffe,11,31.39
23,Jana Kramer,1,0.62
23,Jana Kramer,2,0.97
23,Jana Kramer,3,1.46
23,Jana Kramer,4,2.03
23,Jana Kramer,5,2.53
23,Jana Kramer,6,3.03
23,Jana Kramer,7,3.65
23,Jana Kramer,8,4.15
23,Jana Kramer,9,4.58
23,Jana Kramer,10,4.89
23,Jana Kramer,11,4.75
23,Laurie Hernandez,1,17.17
23,Laurie Hernandez,2,17.98
23,Laurie Hernandez,3,18.89
23,Laurie Hernandez,4,19.78
23,Laurie Hernandez,5,21.08
23,Laurie Hernandez,6,21.65
23,Laurie Hernandez,7,22.48
23,Laurie Hernandez,8,23.12
23,Laurie Hernandez,9,23.85
23,Laurie Hernandez,10,25.1
23,Laurie Hernandez,11,25.86
23,Marilu Henner,1,9.5
23,Marilu Henner,2,9.39
23,Marilu Henner,3,9.23
23,Marilu Henner,4,8.97
23,Marilu Henner,5,8.37
23,Marilu Henner,6,7.51
23,Marilu Henner,7,6.75
23,Marilu Henner,8,5.73
23,Marilu Henner,9,4.36
23,Maureen McCormick,1,5.88
23,Maureen McCormick,2,5.12
23,Maureen McCormick,3,4.38
23,Maureen McCormick,4,3.67
23,Maureen McCormick,5,2.93
23,Maureen McCormick,6,2.25
23,Maureen McCormick,7,1.63
23,Rick Perry,1,2.85
23,Rick Perry,2,2.06
23,Rick Perry,3,1.35
23,Ryan Lochte,1,7.63
23,Ryan Lochte,2,7.15
23,Ryan Lochte,3,6.55
23,Ryan Lochte,4,5.84
23,Ryan Lochte,5,4.94
23,Ryan Lochte,6,4.03
23,Ryan Lochte,7,3.14
23,Ryan Lochte,8,2.25
23,Terra Jole,1,0.73
23,Terra Jole,2,1.04
23,Terra Jole,3,1.43
23,Terra Jole,4,1.9
23,Terra Jole,5,2.35
23,Terra Jole,6,2.79
23,Terra Jole,7,3.11
23,Terra Jole,8,3.27
23,Terra Jole,9,3.02
23,Terra Jole,10,2.57
23,Vanilla Ice,1,2.4
23,Vanilla Ice,2,1.96
23,Vanilla Ice,3,1.52
23,Vanilla Ice,4,1.05
24,Bonner Bolton,1,17.41
24,Bonner Bolton,2,17.48
24,Bonner Bolton,3,17.6
24,Bonner Bolton,4,17.58
24,Bonner Bolton,5,17.58
24,Bonner Bolton,6,17.33
24,Bonner Bolton,7,16.88
24,Bonner Bolton,8,15.21
24,Charo,1,0.7
24,Charo,2,0.58
24,Charo,3,0.45
24,Chris Kattan,1,0.47
24,Chris Kattan,2,0.38
24,David Ross,1,36.01
24,David Ross,2,37.85
24,David Ross,3,39.88
24,David Ross,4,41.96
24,David Ross,5,44.24
24,David Ross,6,46.3
24,David Ross,7,48.4
24,David Ross,8,52.18
24,David Ross,9,61.89
24,David Ross,10,63.54
24,Erika Jayne,1,1.37
24,Erika Jayne,2,1.17
24,Erika Jayne,3,1.0
24,Erika Jayne,4,0.81
24,Erika Jayne,5,0.61
24,Heather Morris,1,0.72
24,Heather Morris,2,0.6
24,Heather Morris,3,0.49
24,Heather Morris,4,0.4
24,Heather Morris,5,0.31
24,Heather Morris,6,0.22
24,Mr. T,1,1.63
24,Mr. T,2,1.4
24,Mr. T,3,1.16
24,Mr. T,4,0.89
24,Nancy Kerrigan,1,2.78
24,Nancy Kerrigan,2,2.49
24,Nancy Kerrigan,3,2.23
24,Nancy Kerrigan,4,1.99
24,Nancy Kerrigan,5,1.75
24,Nancy Kerrigan,6,1.52
24,Nancy Kerrigan,7,1.22
24,Nick Viall,1,5.14
24,Nick Viall,2,4.81
24,Nick Viall,3,4.43
24,Nick Viall,4,4.09
24,Nick Viall,5,3.64
24,Nick Viall,6,3.24
24,Nick Viall,7,2.59
24,Normani,1,13.63
24,Normani,2,13.49
24,Normani,3,13.37
24,Normani,4,13.25
24,Normani,5,13.12
24,Normani,6,13.02
24,Normani,7,12.96
24,Normani,8,13.91
24,Normani,9,16.65
24,Normani,10,17.09
24,Rashad Jennings,1,15.33
24,Rashad Jennings,2,15.27
24,Rashad Jennings,3,15.26
24,Rashad Jennings,4,15.2
24,Rashad Jennings,5,15.2
24,Rashad Jennings,6,15.09
24,Rashad Jennings,7,15.0
24,Rashad Jennings,8,15.97
24,Rashad Jennings,9,18.86
24,Rashad Jennings,10,19.37
24,Simone Biles,1,4.81
24,Simone Biles,2,4.47
24,Simone Biles,3,4.14
24,Simone Biles,4,3.84
24,Simone Biles,5,3.55
24,Simone Biles,6,3.29
24,Simone Biles,7,2.95
24,Simone Biles,8,2.72
24,Simone Biles,9,2.6
25,Barbara Corcoran,1,2.83
25,Barbara Corcoran,2,2.23
25,Debbie Gibson,1,0.71
25,Debbie Gibson,2,0.52
25,Derek Fisher,1,2.23
25,Derek Fisher,2,1.93
25,Derek Fisher,3,1.46
25,Derek Fisher,4,1.07
25,Drew Scott,1,1.63
25,Drew Scott,2,2.4
25,Drew Scott,3,3.42
25,Drew Scott,4,4.65
25,Drew Scott,5,6.28
25,Drew Scott,6,8.18
25,Drew Scott,7,11.26
25,Drew Scott,8,14.37
25,Drew Scott,9,16.63
25,Drew Scott,10,17.17
25,Frankie Muniz,1,22.83
25,Frankie Muniz,2,23.87
25,Frankie Muniz,3,25.84
25,Frankie Muniz,4,26.91
25,Frankie Muniz,5,28.25
25,Frankie Muniz,6,29.57
25,Frankie Muniz,7,33.15
25,Frankie Muniz,8,35.24
25,Frankie Muniz,9,37.13
25,Frankie Muniz,10,38.36
25,Jordan Fisher,1,13.36
25,Jordan Fisher,2,13.57
25,Jordan Fisher,3,14.19
25,Jordan Fisher,4,14.34
25,Jordan Fisher,5,14.62
25,Jordan Fisher,6,14.91
25,Jordan Fisher,7,16.34
25,Jordan Fisher,8,16.6
25,Jordan Fisher,9,16.85
25,Jordan Fisher,10,17.42
25,Lindsey Stirling,1,18.52
25,Lindsey Stirling,2,19.2
25,Lindsey Stirling,3,20.48
25,Lindsey Stirling,4,21.09
25,Lindsey Stirling,5,21.89
25,Lindsey Stirling,6,22.71
25,Lindsey Stirling,7,25.3
25,Lindsey Stirling,8,25.88
25,Lindsey Stirling,9,26.17
25,Lindsey Stirling,10,27.05
25,Nick Lachey,1,12.14
25,Nick Lachey,2,12.14
25,Nick Lachey,3,12.07
25,Nick Lachey,4,11.62
25,Nick Lachey,5,10.89
25,Nick Lachey,6,9.69
25,Nikki Bella,1,5.32
25,Nikki Bella,2,5.1
25,Nikki Bella,3,4.67
25,Nikki Bella,4,4.2
25,Nikki Bella,5,3.63
25,Nikki Bella,6,3.15
25,Nikki Bella,7,2.88
25,Sasha Pieterse,1,2.21
25,Sasha Pieterse,2,1.91
25,Sasha Pieterse,3,1.64
25,Sasha Pieterse,4,1.37
25,Sasha Pieterse,5,1.06
25,Terrell Owens,1,9.02
25,Terrell Owens,2,8.43
25,Terrell Owens,3,7.84
25,Terrell Owens,4,7.0
25,Terrell Owens,5,6.24
25,Terrell Owens,6,5.39
25,Terrell Owens,7,5.03
25,Terrell Owens,8,3.66
25,Vanessa Lachey,1,2.93
25,Vanessa Lachey,2,2.69
25,Vanessa Lachey,3,2.5
25,Vanessa Lachey,4,2.26
25,Vanessa Lachey,5,1.94
25,Vanessa Lachey,6,1.53
25,Vanessa Lachey,7,1.29
25,Victoria Arlen,1,6.28
25,Victoria Arlen,2,6.01
25,Victoria Arlen,3,5.86
25,Victoria Arlen,4,5.51
25,Victoria Arlen,5,5.21
25,Victoria Arlen,6,4.87
25,Victoria Arlen,7,4.75
25,Victoria Arlen,8,4.24
25,Victoria Arlen,9,3.23
26,Adam Rippon,1,7.42
26,Adam Rippon,2,7.25
26,Adam Rippon,3,7.8
26,Adam Rippon,4,12.44
26,Arike Ogunbowale,1,1.08
26,Arike Ogunbowale,2,0.84
26,Chris Mazdzer,1,10.81
26,Chris Mazdzer,2,10.76
26,Chris Mazdzer,3,11.11
26,Jamie Anderson,1,0.66
26,Jennie Finch Daigle,1,20.03
26,Jennie Finch Daigle,2,20.79
26,Jennie Finch Daigle,3,22.07
26,Johnny Damon,1,0.95
26,Josh Norman,1,22.53
26,Josh Norman,2,23.64
26,Josh Norman,3,25.59
26,Josh Norman,4,40.8
26,Kareem Abdul-Jabbar,1,7.8
26,Kareem Abdul-Jabbar,2,6.93
26,Mirai Nagasu,1,4.25
26,Mirai Nagasu,2,3.99
26,Mirai Nagasu,3,4.1
26,Tonya Harding,1,24.47
26,Tonya Harding,2,25.8
26,Tonya Harding,3,29.33
26,Tonya Harding,4,46.76
27,Alexis Ren,1,16.29
27,Alexis Ren,2,16.33
27,Alexis Ren,3,16.77
27,Alexis Ren,4,16.83
27,Alexis Ren,5,17.31
27,Alexis Ren,6,17.31
27,Alexis Ren,7,17.74
27,Alexis Ren,8,18.23
27,Alexis Ren,9,20.12
27,Bobby Bones,1,26.22
27,Bobby Bones,2,27.47
27,Bobby Bones,3,28.62
27,Bobby Bones,4,30.0
27,Bobby Bones,5,31.31
27,Bobby Bones,6,32.62
27,Bobby Bones,7,33.96
27,Bobby Bones,8,36.31
27,Bobby Bones,9,39.96
27,Danelle Umstead,1,0.45
27,Danelle Umstead,2,0.34
27,DeMarcus Ware,1,2.78
27,DeMarcus Ware,2,2.51
27,DeMarcus Ware,3,2.25
27,DeMarcus Ware,4,1.98
27,DeMarcus Ware,5,1.67
27,DeMarcus Ware,6,1.4
27,DeMarcus Ware,7,1.12
27,Evanna Lynch,1,15.52
27,Evanna Lynch,2,15.69
27,Evanna Lynch,3,15.83
27,Evanna Lynch,4,16.03
27,Evanna Lynch,5,16.21
27,Evanna Lynch,6,16.34
27,Evanna Lynch,7,16.51
27,Evanna Lynch,8,17.09
27,Evanna Lynch,9,18.81
27,Joe Amabile,1,11.14
27,Joe Amabile,2,10.98
27,Joe Amabile,3,10.71
27,Joe Amabile,4,10.34
27,Joe Amabile,5,9.58
27,Joe Amabile,6,8.89
27,Joe Amabile,7,8.1
27,Joe Amabile,8,6.91
27,John Schneider,1,3.71
27,John Schneider,2,3.42
27,John Schneider,3,3.07
27,John Schneider,4,2.72
27,John Schneider,5,2.28
27,John Schneider,6,1.92
27,John Schneider,7,1.46
27,Juan Pablo Di Pace,1,4.51
27,Juan Pablo Di Pace,2,4.24
27,Juan Pablo Di Pace,3,3.92
27,Juan Pablo Di Pace,4,3.67
27,Juan Pablo Di Pace,5,3.33
27,Juan Pablo Di Pace,6,3.05
27,Juan Pablo Di Pace,7,2.75
27,Juan Pablo Di Pace,8,2.28
27,Mary Lou Retton,1,1.48
27,Mary Lou Retton,2,1.28
27,Mary Lou Retton,3,1.07
27,Mary Lou Retton,4,0.86
27,Mary Lou Retton,5,0.66
27,Mary Lou Retton,6,0.5
27,Milo Manheim,1,16.5
27,Milo Manheim,2,16.76
27,Milo Manheim,3,17.0
27,Milo Manheim,4,17.31
27,Milo Manheim,5,17.67
27,Milo Manheim,6,17.97
27,Milo Manheim,7,18.35
27,Milo Manheim,8,19.18
27,Milo Manheim,9,21.11
27,Nancy McKeon,1,0.66
27,Nancy McKeon,2,0.53
27,Nancy McKeon,3,0.39
27,Nikki Glaser,1,0.18
27,Tinashe,1,0.56
27,Tinashe,2,0.45
27,Tinashe,3,0.35
27,Tinashe,4,0.25
28,Ally Brooke,1,14.39
28,Ally Brooke,2,14.61
28,Ally Brooke,3,15.07
28,Ally Brooke,4,15.26
28,Ally Brooke,5,15.83
28,Ally Brooke,6,15.92
28,Ally Brooke,7,16.05
28,Ally Brooke,8,16.38
28,Ally Brooke,9,17.09
28,Ally Brooke,10,20.78
28,Ally Brooke,11,21.22
28,Hannah Brown,1,14.31
28,Hannah Brown,2,14.7
28,Hannah Brown,3,15.39
28,Hannah Brown,4,15.84
28,Hannah Brown,5,16.69
28,Hannah Brown,6,17.06
28,Hannah Brown,7,17.41
28,Hannah Brown,8,17.98
28,Hannah Brown,9,19.02
28,Hannah Brown,10,23.28
28,Hannah Brown,11,23.76
28,James Van Der Beek,1,0.3
28,James Van Der Beek,2,0.46
28,James Van Der Beek,3,0.63
28,James Van Der Beek,4,0.84
28,James Van Der Beek,5,1.05
28,James Van Der Beek,6,1.3
28,James Van Der Beek,7,1.5
28,James Van Der Beek,8,1.65
28,James Van Der Beek,9,1.77
28,James Van Der Beek,10,2.06
28,Karamo Brown,1,3.31
28,Karamo Brown,2,2.97
28,Karamo Brown,3,2.61
28,Karamo Brown,4,2.25
28,Karamo Brown,5,1.93
28,Karamo Brown,6,1.6
28,Karamo Brown,7,1.24
28,Kate Flannery,1,5.3
28,Kate Flannery,2,4.87
28,Kate Flannery,3,4.52
28,Kate Flannery,4,4.11
28,Kate Flannery,5,3.71
28,Kate Flannery,6,3.25
28,Kate Flannery,7,2.8
28,Kate Flannery,8,2.26
28,Kel Mitchell,1,15.2
28,Kel Mitchell,2,15.51
28,Kel Mitchell,3,16.07
28,Kel Mitchell,4,16.34
28,Kel Mitchell,5,17.04
28,Kel Mitchell,6,17.22
28,Kel Mitchell,7,17.51
28,Kel Mitchell,8,17.96
28,Kel Mitchell,9,18.85
28,Kel Mitchell,10,22.96
28,Kel Mitchell,11,23.44
28,Lamar Odom,1,5.7
28,Lamar Odom,2,5.0
28,Lamar Odom,3,3.96
28,Lamar Odom,4,3.07
28,Lauren Alaina,1,17.63
28,Lauren Alaina,2,18.35
28,Lauren Alaina,3,19.37
28,Lauren Alaina,4,20.08
28,Lauren Alaina,5,21.35
28,Lauren Alaina,6,22.0
28,Lauren Alaina,7,22.84
28,Lauren Alaina,8,24.08
28,Lauren Alaina,9,25.35
28,Lauren Alaina,10,30.92
28,Lauren Alaina,11,31.57
28,Mary Wilson,1,0.92
28,Mary Wilson,2,0.71
28,Ray Lewis,1,1.03
28,Ray Lewis,2,0.78
28,Sailor Brinkley-Cook,1,1.73
28,Sailor Brinkley-Cook,2,1.46
28,Sailor Brinkley-Cook,3,1.15
28,Sailor Brinkley-Cook,4,0.89
28,Sailor Brinkley-Cook,5,0.68
28,Sailor Brinkley-Cook,6,0.5
28,Sean Spicer,1,20.18
28,Sean Spicer,2,20.57
28,Sean Spicer,3,21.23
28,Sean Spicer,4,21.33
28,Sean Spicer,5,21.71
28,Sean Spicer,6,21.16
28,Sean Spicer,7,20.65
28,Sean Spicer,8,19.68
28,Sean Spicer,9,17.92
29,AJ McLean,1,6.03
29,AJ McLean,2,5.73
29,AJ McLean,3,5.42
29,AJ McLean,4,5.07
29,AJ McLean,5,4.66
29,AJ McLean,6,4.21
29,AJ McLean,7,3.76
29,AJ McLean,8,3.21
29,AJ McLean,9,2.55
29,Anne Heche,1,1.44
29,Anne Heche,2,1.14
29,Anne Heche,3,0.86
29,Anne Heche,4,0.58
29,Carole Baskin,1,2.87
29,Carole Baskin,2,2.11
29,Carole Baskin,3,1.49
29,Charles Oakley,1,0.93
29,Charles Oakley,2,0.58
29,Chrishell Stause,1,6.15
29,Chrishell Stause,2,5.45
29,Chrishell Stause,3,4.78
29,Chrishell Stause,4,4.16
29,Chrishell Stause,5,3.5
29,Chrishell Stause,6,2.8
29,Chrishell Stause,7,2.17
29,Chrishell Stause,8,1.55
29,Jeannie Mai,1,3.14
29,Jeannie Mai,2,2.78
29,Jeannie Mai,3,2.41
29,Jeannie Mai,4,2.06
29,Jeannie Mai,5,1.65
29,Jeannie Mai,6,1.28
29,Jeannie Mai,7,0.95
29,Jesse Metcalfe,1,2.17
29,Jesse Metcalfe,2,1.83
29,Jesse Metcalfe,3,1.51
29,Jesse Metcalfe,4,1.21
29,Jesse Metcalfe,5,0.89
29,Johnny Weir,1,0.42
29,Johnny Weir,2,0.6
29,Johnny Weir,3,0.81
29,Johnny Weir,4,1.07
29,Johnny Weir,5,1.32
29,Johnny Weir,6,1.61
29,Johnny Weir,7,1.83
29,Johnny Weir,8,1.93
29,Johnny Weir,9,1.9
29,Johnny Weir,10,1.78
29,Justina Machado,1,17.0
29,Justina Machado,2,17.84
29,Justina Machado,3,18.72
29,Justina Machado,4,19.57
29,Justina Machado,5,20.21
29,Justina Machado,6,20.78
29,Justina Machado,7,21.3
29,Justina Machado,8,22.04
29,Justina Machado,9,22.72
29,Justina Machado,10,23.45
29,Justina Machado,11,24.41
29,Kaitlyn Bristowe,1,16.09
29,Kaitlyn Bristowe,2,16.8
29,Kaitlyn Bristowe,3,17.51
29,Kaitlyn Bristowe,4,18.26
29,Kaitlyn Bristowe,5,18.78
29,Kaitlyn Bristowe,6,19.3
29,Kaitlyn Bristowe,7,19.74
29,Kaitlyn Bristowe,8,20.2
29,Kaitlyn Bristowe,9,20.48
29,Kaitlyn Bristowe,10,21.06
29,Kaitlyn Bristowe,11,21.92
29,Monica Aldama,1,3.39
29,Monica Aldama,2,3.07
29,Monica Aldama,3,2.69
29,Monica Aldama,4,2.33
29,Monica Aldama,5,1.95
29,Monica Aldama,6,1.59
29,Monica Aldama,7,1.27
29,Nelly,1,23.11
29,Nelly,2,24.46
29,Nelly,3,25.85
29,Nelly,4,27.24
29,Nelly,5,28.3
29,Nelly,6,29.31
29,Nelly,7,30.21
29,Nelly,8,31.64
29,Nelly,9,32.58
29,Nelly,10,33.51
29,Nelly,11,34.88
29,Nev Schulman,1,14.37
29,Nev Schulman,2,14.88
29,Nev Schulman,3,15.36
29,Nev Schulman,4,15.88
29,Nev Schulman,5,16.17
29,Nev Schulman,6,16.44
29,Nev Schulman,7,16.6
29,Nev Schulman,8,17.09
29,Nev Schulman,9,17.48
29,Nev Schulman,10,18.06
29,Nev Schulman,11,18.79
29,Skai Jackson,1,0.31
29,Skai Jackson,2,0.53
29,Skai Jackson,3,0.79
29,Skai Jackson,4,1.1
29,Skai Jackson,5,1.47
29,Skai Jackson,6,1.89
29,Skai Jackson,7,2.17
29,Skai Jackson,8,2.34
29,Skai Jackson,9,2.29
29,Skai Jackson,10,2.13
29,Veron Davis,1,2.59
29,Veron Davis,2,2.2
29,Veron Davis,3,1.8
29,Veron Davis,4,1.48
29,Veron Davis,5,1.11
29,Veron Davis,6,0.78
30,Amanda Kloots,1,7.68
30,Amanda Kloots,2,7.47
30,Amanda Kloots,3,7.37
30,Amanda Kloots,4,7.14
30,Amanda Kloots,5,7.07
30,Amanda Kloots,6,7.16
30,Amanda Kloots,7,7.35
30,Amanda Kloots,8,7.47
30,Amanda Kloots,9,7.92
30,Amanda Kloots,10,8.31
30,Brian Austin Green,1,2.84
30,Brian Austin Green,2,2.59
30,Brian Austin Green,3,2.41
30,Brian Austin Green,4,2.1
30,Christine Chiu,1,0.19
30,Christine Chiu,2,0.15
30,Christine Chiu,3,0.12
30,Cody Rigsby,1,21.75
30,Cody Rigsby,2,22.46
30,Cody Rigsby,3,23.74
30,Cody Rigsby,4,24.27
30,Cody Rigsby,5,25.26
30,Cody Rigsby,6,26.4
30,Cody Rigsby,7,27.96
30,Cody Rigsby,8,30.0
30,Cody Rigsby,9,33.46
30,Cody Rigsby,10,35.12
30,Iman Shumpert,1,33.25
30,Iman Shumpert,2,35.39
30,Iman Shumpert,3,38.3
30,Iman Shumpert,4,40.53
30,Iman Shumpert,5,43.92
30,Iman Shumpert,6,44.08
30,Iman Shumpert,7,44.97
30,Iman Shumpert,8,46.26
30,Iman Shumpert,9,48.69
30,Iman Shumpert,10,51.09
30,Jimmie Allen,1,5.87
30,Jimmie Allen,2,5.61
30,Jimmie Allen,3,5.45
30,Jimmie Allen,4,5.14
30,Jimmie Allen,5,4.94
30,Jimmie Allen,6,4.75
30,Jimmie Allen,7,4.64
30,Jimmie Allen,8,4.57
30,JoJo Siwa,1,5.65
30,JoJo Siwa,2,5.39
30,JoJo Siwa,3,5.22
30,JoJo Siwa,4,4.95
30,JoJo Siwa,5,4.82
30,JoJo Siwa,6,4.78
30,JoJo Siwa,7,4.82
30,JoJo Siwa,8,4.92
30,JoJo Siwa,9,5.23
30,JoJo Siwa,10,5.48
30,Kenya Moore,1,3.02
30,Kenya Moore,2,2.76
30,Kenya Moore,3,2.58
30,Kenya Moore,4,2.32
30,Kenya Moore,5,2.03
30,Kenya Moore,6,1.78
30,Martin Kove,1,2.66
30,Martin Kove,2,2.41
30,Matt James,1,1.36
30,Matt James,2,1.19
30,Matt James,3,1.05
30,Matt James,4,0.87
30,Melanie C,1,0.34
30,Melanie C,2,0.28
30,Melanie C,3,0.22
30,Melanie C,4,0.17
30,Melanie C,5,0.12
30,Melora Hardin,1,3.93
30,Melora Hardin,2,3.65
30,Melora Hardin,3,3.46
30,Melora Hardin,4,3.2
30,Melora Hardin,5,3.05
30,Melora Hardin,6,2.92
30,Melora Hardin,7,2.76
30,Melora Hardin,8,2.62
30,Melora Hardin,9,2.6
30,"Mike ""The Miz"" Mizanin",1,4.71
30,"Mike ""The Miz"" Mizanin",2,4.44
30,"Mike ""The Miz"" Mizanin",3,4.25
30,"Mike ""The Miz"" Mizanin",4,3.98
30,"Mike ""The Miz"" Mizanin",5,3.8
30,"Mike ""The Miz"" Mizanin",6,3.41
30,"Mike ""The Miz"" Mizanin",7,3.02
30,Olivia Jade,1,3.1
30,Olivia Jade,2,2.85
30,Olivia Jade,3,2.66
30,Olivia Jade,4,2.43
30,Olivia Jade,5,2.27
30,Olivia Jade,6,2.14
30,Olivia Jade,7,2.02
30,Olivia Jade,8,1.94
30,Suni Lee,1,3.63
30,Suni Lee,2,3.37
30,Suni Lee,3,3.17
30,Suni Lee,4,2.91
30,Suni Lee,5,2.72
30,Suni Lee,6,2.58
30,Suni Lee,7,2.45
30,Suni Lee,8,2.22
30,Suni Lee,9,2.1
31,Charli D'Amelio,1,3.88
31,Charli D'Amelio,2,3.61
31,Charli D'Amelio,3,3.33
31,Charli D'Amelio,4,3.09
31,Charli D'Amelio,5,2.86
31,Charli D'Amelio,6,2.78
31,Charli D'Amelio,7,2.82
31,Charli D'Amelio,8,2.91
31,Charli D'Amelio,9,8.42
31,Charli D'Amelio,10,11.89
31,Cheryl Ladd,1,1.16
31,Cheryl Ladd,2,0.99
31,Cheryl Ladd,3,0.74
31,Daniel Durant,1,8.13
31,Daniel Durant,2,7.87
31,Daniel Durant,3,7.65
31,Daniel Durant,4,7.38
31,Daniel Durant,5,7.15
31,Daniel Durant,6,6.47
31,Daniel Durant,7,6.06
31,Daniel Durant,8,5.7
31,Daniel Durant,9,14.91
31,Gabby Windey,1,6.02
31,Gabby Windey,2,5.77
31,Gabby Windey,3,5.46
31,Gabby Windey,4,5.22
31,Gabby Windey,5,4.95
31,Gabby Windey,6,4.96
31,Gabby Windey,7,5.14
31,Gabby Windey,8,5.33
31,Gabby Windey,9,15.29
31,Gabby Windey,10,21.66
31,Heidi D'Amelio,1,4.84
31,Heidi D'Amelio,2,4.55
31,Heidi D'Amelio,3,4.27
31,Heidi D'Amelio,4,4.0
31,Heidi D'Amelio,5,3.75
31,Heidi D'Amelio,6,3.67
31,Heidi D'Amelio,7,3.72
31,Heidi D'Amelio,8,3.67
31,Jason Lewis,1,0.44
31,Jessie James Decker,1,2.59
31,Jessie James Decker,2,2.31
31,Jessie James Decker,3,2.05
31,Jessie James Decker,4,1.78
31,Jessie James Decker,5,1.54
31,Jessie James Decker,6,1.26
31,Jordin Sparks,1,2.85
31,Jordin Sparks,2,2.6
31,Jordin Sparks,3,2.35
31,Jordin Sparks,4,2.13
31,Jordin Sparks,5,1.92
31,Jordin Sparks,6,1.63
31,Jordin Sparks,7,1.38
31,Joseph Baena,1,1.07
31,Joseph Baena,2,0.91
31,Joseph Baena,3,0.75
31,Joseph Baena,4,0.61
31,Joseph Baena,5,0.48
31,Sam Champion,1,1.82
31,Sam Champion,2,1.58
31,Sam Champion,3,1.37
31,Sam Champion,4,1.12
31,Selma Blair,1,0.17
31,Selma Blair,2,0.13
31,Selma Blair,3,0.1
31,Selma Blair,4,0.07
31,Selma Blair,5,0.04
31,Shangela,1,8.03
31,Shangela,2,7.85
31,Shangela,3,7.55
31,Shangela,4,7.35
31,Shangela,5,7.09
31,Shangela,6,7.21
31,Shangela,7,7.54
31,Shangela,8,8.09
31,Shangela,9,24.06
31,Shangela,10,34.12
31,Teresa Giudice,1,0.35
31,Teresa Giudice,2,0.26
31,Trevor Donovan,1,6.67
31,Trevor Donovan,2,6.39
31,Trevor Donovan,3,6.1
31,Trevor Donovan,4,5.81
31,Trevor Donovan,5,5.49
31,Trevor Donovan,6,5.27
31,Trevor Donovan,7,5.19
31,Trevor Donovan,8,5.23
31,Trevor Donovan,9,14.55
31,Vinny Guadagnino,1,44.32
31,Vinny Guadagnino,2,47.69
31,Vinny Guadagnino,3,51.11
31,Vinny Guadagnino,4,54.47
31,Vinny Guadagnino,5,58.03
31,Vinny Guadagnino,6,59.93
31,Vinny Guadagnino,7,61.03
31,Vinny Guadagnino,8,61.43
31,Wayne Brady,1,7.67
31,Wayne Brady,2,7.49
31,Wayne Brady,3,7.17
31,Wayne Brady,4,6.98
31,Wayne Brady,5,6.71
31,Wayne Brady,6,6.85
31,Wayne Brady,7,7.12
31,Wayne Brady,8,7.65
31,Wayne Brady,9,22.77
31,Wayne Brady,10,32.32
32,Adrian Peterson,1,0.86
32,Adrian Peterson,2,0.72
32,Adrian Peterson,3,0.57
32,Adrian Peterson,4,0.41
32,Alyson Hannigan,1,23.35
32,Alyson Hannigan,2,24.35
32,Alyson Hannigan,3,25.51
32,Alyson Hannigan,4,26.64
32,Alyson Hannigan,5,27.73
32,Alyson Hannigan,6,28.83
32,Alyson Hannigan,7,30.09
32,Alyson Hannigan,8,31.36
32,Alyson Hannigan,9,34.15
32,Alyson Hannigan,10,42.38
32,Alyson Hannigan,11,42.46
32,Ariana Madix,1,10.32
32,Ariana Madix,2,10.25
32,Ariana Madix,3,10.21
32,Ariana Madix,4,10.17
32,Ariana Madix,5,10.15
32,Ariana Madix,6,10.14
32,Ariana Madix,7,10.33
32,Ariana Madix,8,10.46
32,Ariana Madix,9,11.16
32,Ariana Madix,10,13.84
32,Ariana Madix,11,13.88
32,Barry Williams,1,5.71
32,Barry Williams,2,5.43
32,Barry Williams,3,5.16
32,Barry Williams,4,4.82
32,Barry Williams,5,4.38
32,Barry Williams,6,3.88
32,Barry Williams,7,3.3
32,Barry Williams,8,2.5
32,Charity Lawson,1,10.5
32,Charity Lawson,2,10.44
