season,week,celebrity,judge_score_total,eliminated_flag
20,5,Robert Herjavec,24.0,0
20,5,Rumer Willis,39.0,0
20,5,Suzanne Somers,28.0,1
20,5,Willow Shields,34.0,0
20,6,Chris Soules,35.0,0
20,6,Nastia Liukin,36.5,0
20,6,Noah Galloway,34.0,0
20,6,Patti LaBelle,34.0,1
20,6,Riker Lynch,38.0,0
20,6,Robert Herjavec,33.5,0
20,6,Rumer Willis,35.5,0
20,6,Willow Shields,36.5,0
20,7,Chris Soules,31.0,0
20,7,Nastia Liukin,41.0,0
20,7,Noah Galloway,38.0,0
20,7,Riker Lynch,37.0,0
20,7,Robert Herjavec,31.0,0
20,7,Rumer Willis,37.0,0
20,7,Willow Shields,39.0,1
20,8,Chris Soules,32.0,1
20,8,Nastia Liukin,38.0,0
20,8,Noah Galloway,31.5,0
20,8,Riker Lynch,39.0,0
20,8,Robert Herjavec,31.0,1
20,8,Rumer Willis,40.0,0
20,9,Nastia Liukin,40.0,1
20,9,Noah Galloway,38.0,0
20,9,Riker Lynch,40.0,0
20,9,Rumer Willis,39.0,0
20,10,Noah Galloway,36.0,1
20,10,Riker Lynch,40.0,1
20,10,Rumer Willis,40.0,1
21,1,Alek Skarlatos,22.0,0
21,1,Alexa PenaVega,22.0,0
21,1,Andy Grammer,21.0,0
21,1,Bindi Irwin,24.0,0
21,1,Carlos PenaVega,23.0,1
21,1,Chaka Khan,13.0,0
21,1,Gary Busey,15.0,0
21,1,Hayes Grier,21.0,0
21,1,Kim Zolciak-Biermann,12.0,0
21,1,Nick Carter,24.0,0
21,1,Paula Deen,15.0,0
21,1,Tamar Braxton,23.0,0
21,1,Victor Espinoza,15.0,0
21,2,Alek Skarlatos,22.5,0
21,2,Alexa PenaVega,23.0,0
21,2,Andy Grammer,22.0,0
21,2,Bindi Irwin,24.0,0
21,2,Carlos PenaVega,22.5,0
21,2,Chaka Khan,15.0,1
21,2,Gary Busey,16.5,0
21,2,Hayes Grier,22.5,0
21,2,Kim Zolciak-Biermann,18.5,1
21,2,Nick Carter,22.5,0
21,2,Paula Deen,18.5,0
21,2,Tamar Braxton,24.5,0
21,2,Victor Espinoza,18.5,1
21,3,Alek Skarlatos,33.0,0
21,3,Alexa PenaVega,36.0,0
21,3,Andy Grammer,29.0,0
21,3,Bindi Irwin,32.0,0
21,3,Carlos PenaVega,31.0,0
21,3,Gary Busey,25.0,0
21,3,Hayes Grier,30.0,0
21,3,Nick Carter,36.0,0
21,3,Paula Deen,20.0,0
21,3,Tamar Braxton,33.0,0
21,4,Alek Skarlatos,24.0,0
21,4,Alexa PenaVega,21.0,0
21,4,Andy Grammer,23.0,0
21,4,Bindi Irwin,28.0,0
21,4,Carlos PenaVega,25.0,0
21,4,Gary Busey,16.0,1
21,4,Hayes Grier,27.0,0
21,4,Nick Carter,27.0,0
21,4,Paula Deen,18.0,0
21,4,Tamar Braxton,27.0,0
21,5,Alek Skarlatos,29.0,0
21,5,Alexa PenaVega,40.0,0
21,5,Andy Grammer,36.0,0
21,5,Bindi Irwin,37.0,0
21,5,Carlos PenaVega,39.0,0
21,5,Hayes Grier,30.0,0
21,5,Nick Carter,35.0,0
21,5,Paula Deen,26.0,0
21,5,Tamar Braxton,29.0,0
21,6,Alek Skarlatos,30.0,0
21,6,Alexa PenaVega,30.0,0
21,6,Andy Grammer,40.0,0
21,6,Bindi Irwin,40.0,0
21,6,Carlos PenaVega,38.0,0
21,6,Hayes Grier,32.0,0
21,6,Nick Carter,39.0,0
21,6,Paula Deen,24.0,1
21,6,Tamar Braxton,40.0,0
21,7,Alek Skarlatos,26.5,0
21,7,Alexa PenaVega,27.5,0
21,7,Andy Grammer,28.0,0
21,7,Bindi Irwin,29.0,0
21,7,Carlos PenaVega,28.0,0
21,7,Hayes Grier,28.0,1
21,7,Nick Carter,27.0,0
21,7,Tamar Braxton,27.0,0
21,8,Alek Skarlatos,25.0,0
21,8,Alexa PenaVega,26.9998,0
21,8,Andy Grammer,23.9998,1
21,8,Bindi Irwin,28.0,0
21,8,Carlos PenaVega,28.9998,0
21,8,Nick Carter,33.0,0
21,8,Tamar Braxton,28.0,0
21,9,Alek Skarlatos,25.5,0
21,9,Alexa PenaVega,30.0,1
21,9,Bindi Irwin,30.0,0
21,9,Carlos PenaVega,27.0,0
21,9,Nick Carter,27.5,0
21,9,Tamar Braxton,24.5,1
21,10,Alek Skarlatos,28.5,0
21,10,Bindi Irwin,31.5,0
21,10,Carlos PenaVega,31.5,0
21,10,Nick Carter,27.0,0
21,11,Alek Skarlatos,27.999899999999997,0
21,11,Bindi Irwin,30.0,0
21,11,Carlos PenaVega,30.0,1
21,11,Nick Carter,30.0,0
22,1,Antonio Brown,21.0,0
22,1,Doug Flutie,15.0,0
22,1,Geraldo Rivera,13.0,0
22,1,Ginger Zee,23.0,0
22,1,Jodie Sweetin,20.0,0
22,1,Kim Fields,20.0,0
22,1,Marla Maples,21.0,0
22,1,Mischa Barton,16.0,0
22,1,Nyle DiMarco,23.0,0
22,1,Paige VanZant,21.0,0
22,1,Von Miller,21.0,0
22,1,Wanya Morris,23.0,0
22,2,Antonio Brown,19.0,0
22,2,Doug Flutie,20.0,0
22,2,Geraldo Rivera,13.0,1
22,2,Ginger Zee,21.0,0
22,2,Jodie Sweetin,21.0,0
22,2,Kim Fields,19.0,0
22,2,Marla Maples,20.0,0
22,2,Mischa Barton,15.0,0
22,2,Nyle DiMarco,20.0,0
22,2,Paige VanZant,24.0,0
22,2,Von Miller,20.0,0
22,2,Wanya Morris,24.0,0
22,3,Antonio Brown,20.0,0
22,3,Doug Flutie,20.0,0
22,3,Ginger Zee,21.0,0
22,3,Jodie Sweetin,23.0,0
22,3,Kim Fields,22.0,0
22,3,Marla Maples,21.0,0
22,3,Mischa Barton,18.0,1
22,3,Nyle DiMarco,25.0,0
22,3,Paige VanZant,23.0,0
22,3,Von Miller,20.0,0
22,3,Wanya Morris,24.0,0
22,4,Antonio Brown,35.0,0
22,4,Doug Flutie,24.0,0
22,4,Ginger Zee,36.0,0
22,4,Jodie Sweetin,27.0,0
22,4,Kim Fields,32.0,0
22,4,Marla Maples,28.0,1
22,4,Nyle DiMarco,34.0,0
22,4,Paige VanZant,36.0,0
22,4,Von Miller,32.0,0
22,4,Wanya Morris,35.0,0
22,5,Antonio Brown,26.0,0
22,5,Doug Flutie,28.0,0
22,5,Ginger Zee,32.0,0
22,5,Jodie Sweetin,35.0,0
22,5,Kim Fields,28.0,0
22,5,Nyle DiMarco,37.0,0
22,5,Paige VanZant,31.0,0
22,5,Von Miller,29.0,0
22,5,Wanya Morris,30.0,0
22,6,Antonio Brown,27.0,0
22,6,Doug Flutie,21.0,1
22,6,Ginger Zee,24.0,0
22,6,Jodie Sweetin,25.0,0
22,6,Kim Fields,24.0,0
22,6,Nyle DiMarco,25.0,0
22,6,Paige VanZant,28.0,0
22,6,Von Miller,24.0,0
22,6,Wanya Morris,29.0,0
22,7,Antonio Brown,26.0,0
22,7,Ginger Zee,27.5,0
22,7,Jodie Sweetin,25.5,0
22,7,Kim Fields,26.0,1
22,7,Nyle DiMarco,28.0,0
22,7,Paige VanZant,27.5,0
22,7,Von Miller,26.0,1
22,7,Wanya Morris,27.5,0
22,8,Antonio Brown,27.0,0
22,8,Ginger Zee,30.0,0
22,8,Jodie Sweetin,30.0,1
22,8,Nyle DiMarco,29.0,0
22,8,Paige VanZant,28.0,0
22,8,Wanya Morris,25.0,0
22,9,Antonio Brown,27.5,1
22,9,Ginger Zee,28.0,0
22,9,Nyle DiMarco,28.5,0
22,9,Paige VanZant,29.5,0
22,9,Wanya Morris,30.0,1
22,10,Ginger Zee,28.333199999999998,1
22,10,Nyle DiMarco,28.9998,1
22,10,Paige VanZant,29.666600000000003,1
23,1,Amber Rose,24.0,0
23,1,Babyface,26.0,0
23,1,Calvin Johnson Jr.,26.0,0
23,1,Jake T. Austin,22.0,0
23,1,James Hinchcliffe,31.0,0
23,1,Jana Kramer,27.0,1
23,1,Laurie Hernandez,31.0,0
23,1,Marilu Henner,27.0,0
23,1,Maureen McCormick,22.0,0
23,1,Rick Perry,20.0,0
23,1,Ryan Lochte,24.0,0
23,1,Terra Jole,25.0,1
23,1,Vanilla Ice,25.0,0
23,2,Amber Rose,24.0,0
23,2,Babyface,30.0,0
23,2,Calvin Johnson Jr.,28.0,0
23,2,Jake T. Austin,24.0,1
23,2,James Hinchcliffe,29.0,0
23,2,Jana Kramer,29.0,0
23,2,Laurie Hernandez,32.0,0
23,2,Marilu Henner,27.0,0
23,2,Maureen McCormick,26.0,0
23,2,Rick Perry,22.0,0
23,2,Ryan Lochte,24.0,0
23,2,Terra Jole,31.0,0
23,2,Vanilla Ice,26.0,0
23,3,Amber Rose,25.0,0
23,3,Babyface,25.0,0
23,3,Calvin Johnson Jr.,32.0,0
23,3,James Hinchcliffe,29.0,0
23,3,Jana Kramer,26.0,0
23,3,Laurie Hernandez,31.0,0
23,3,Marilu Henner,28.0,0
23,3,Maureen McCormick,28.0,0
23,3,Rick Perry,23.0,1
23,3,Ryan Lochte,25.0,0
23,3,Terra Jole,30.0,0
23,3,Vanilla Ice,23.0,0
23,4,Amber Rose,24.0,0
23,4,Babyface,18.0,1
23,4,Calvin Johnson Jr.,23.0,0
23,4,James Hinchcliffe,28.0,0
23,4,Jana Kramer,23.0,0
23,4,Laurie Hernandez,30.0,0
23,4,Marilu Henner,21.0,0
23,4,Maureen McCormick,24.0,0
23,4,Ryan Lochte,22.0,0
23,4,Terra Jole,25.0,0
23,4,Vanilla Ice,23.0,1
23,5,Amber Rose,24.0,0
23,5,Calvin Johnson Jr.,24.0,0
23,5,James Hinchcliffe,29.0,0
23,5,Jana Kramer,26.0,0
23,5,Laurie Hernandez,25.0,0
23,5,Marilu Henner,27.0,0
23,5,Maureen McCormick,24.0,0
23,5,Ryan Lochte,24.0,0
23,5,Terra Jole,27.0,0
23,6,Amber Rose,28.0,1
23,6,Calvin Johnson Jr.,37.0,0
23,6,James Hinchcliffe,38.0,0
23,6,Jana Kramer,40.0,0
23,6,Laurie Hernandez,37.0,0
23,6,Marilu Henner,34.0,0
23,6,Maureen McCormick,31.0,0
23,6,Ryan Lochte,30.0,0
23,6,Terra Jole,30.0,0
23,7,Calvin Johnson Jr.,37.0,0
23,7,James Hinchcliffe,37.0,0
23,7,Jana Kramer,34.5,0
23,7,Laurie Hernandez,34.5,0
23,7,Marilu Henner,32.0,0
23,7,Maureen McCormick,33.0,1
23,7,Ryan Lochte,33.0,0
23,7,Terra Jole,34.5,0
23,8,Calvin Johnson Jr.,30.0,0
23,8,James Hinchcliffe,34.9998,0
23,8,Jana Kramer,30.0,0
23,8,Laurie Hernandez,33.0,0
23,8,Marilu Henner,23.0,0
23,8,Ryan Lochte,26.0,1
23,8,Terra Jole,24.0,0
23,9,Calvin Johnson Jr.,37.0,0
23,9,James Hinchcliffe,36.0,0
23,9,Jana Kramer,40.0,0
23,9,Laurie Hernandez,40.0,0
23,9,Marilu Henner,36.0,1
23,9,Terra Jole,38.0,0
23,10,Calvin Johnson Jr.,28.0,0
23,10,James Hinchcliffe,29.5,0
23,10,Jana Kramer,29.0,0
23,10,Laurie Hernandez,30.0,0
23,10,Terra Jole,30.0,1
23,11,Calvin Johnson Jr.,38.3331,0
23,11,James Hinchcliffe,38.9998,0
23,11,Jana Kramer,35.5,1
23,11,Laurie Hernandez,39.333200000000005,0
24,1,Bonner Bolton,22.0,0
24,1,Charo,21.0,0
24,1,Chris Kattan,17.0,0
24,1,David Ross,28.0,0
24,1,Erika Jayne,24.0,0
24,1,Heather Morris,28.0,0
24,1,Mr. T,20.0,0
24,1,Nancy Kerrigan,28.0,0
24,1,Nick Viall,24.0,0
24,1,Normani,27.0,0
24,1,Rashad Jennings,31.0,0
24,1,Simone Biles,32.0,0
24,2,Bonner Bolton,28.0,0
24,2,Charo,25.0,0
24,2,Chris Kattan,22.0,1
24,2,David Ross,27.0,0
24,2,Erika Jayne,28.0,0
24,2,Heather Morris,30.0,0
24,2,Mr. T,22.0,0
24,2,Nancy Kerrigan,28.0,0
24,2,Nick Viall,25.0,0
24,2,Normani,32.0,0
24,2,Rashad Jennings,32.0,0
24,2,Simone Biles,29.0,0
24,3,Bonner Bolton,24.0,0
24,3,Charo,24.0,1
24,3,David Ross,31.0,0
24,3,Erika Jayne,26.0,0
24,3,Heather Morris,33.0,0
24,3,Mr. T,24.0,0
24,3,Nancy Kerrigan,33.0,0
24,3,Nick Viall,26.0,0
24,3,Normani,34.0,0
24,3,Rashad Jennings,28.0,0
24,3,Simone Biles,32.0,0
24,4,Bonner Bolton,32.0,0
24,4,David Ross,31.0,0
24,4,Erika Jayne,30.0,0
24,4,Heather Morris,35.0,0
24,4,Mr. T,28.0,1
24,4,Nancy Kerrigan,33.0,0
24,4,Nick Viall,30.0,0
24,4,Normani,32.0,0
24,4,Rashad Jennings,39.0,0
24,4,Simone Biles,36.0,0
24,5,Bonner Bolton,30.0,0
24,5,David Ross,29.0,0
24,5,Erika Jayne,32.0,1
24,5,Heather Morris,34.0,0
24,5,Nancy Kerrigan,36.0,0
24,5,Nick Viall,34.0,0
24,5,Normani,39.0,0
24,5,Rashad Jennings,32.0,0
24,5,Simone Biles,38.0,0
24,6,Bonner Bolton,31.5,0
24,6,David Ross,31.0,0
24,6,Heather Morris,37.0,1
24,6,Nancy Kerrigan,33.5,0
24,6,Nick Viall,30.5,0
24,6,Normani,36.0,0
24,6,Rashad Jennings,35.0,0
24,6,Simone Biles,34.5,0
24,7,Bonner Bolton,31.0,0
24,7,David Ross,32.0,0
24,7,Nancy Kerrigan,36.0,1
24,7,Nick Viall,34.0,1
24,7,Normani,42.0,0
24,7,Rashad Jennings,39.0,0
24,7,Simone Biles,39.0,0
24,8,Bonner Bolton,29.0,1
24,8,David Ross,32.5,0
24,8,Normani,39.5,0
24,8,Rashad Jennings,37.5,0
24,8,Simone Biles,36.0,0
24,9,David Ross,35.0,0
24,9,Normani,38.0,0
24,9,Rashad Jennings,38.5,0
24,9,Simone Biles,40.0,1
24,10,David Ross,36.3333,1
24,10,Normani,39.333200000000005,1
24,10,Rashad Jennings,39.6666,1
25,1,Barbara Corcoran,14.0,0
25,1,Debbie Gibson,17.0,0
25,1,Derek Fisher,18.0,0
25,1,Drew Scott,16.0,1
25,1,Frankie Muniz,19.0,0
25,1,Jordan Fisher,22.0,0
25,1,Lindsey Stirling,22.0,0
25,1,Nick Lachey,18.0,0
25,1,Nikki Bella,20.0,0
25,1,Sasha Pieterse,18.0,0
25,1,Terrell Owens,15.0,0
25,1,Vanessa Lachey,21.0,0
25,1,Victoria Arlen,19.0,0
25,2,Barbara Corcoran,17.0,1
25,2,Debbie Gibson,20.5,1
25,2,Derek Fisher,19.0,0
25,2,Drew Scott,20.5,0
25,2,Frankie Muniz,24.0,0
25,2,Jordan Fisher,24.0,0
25,2,Lindsey Stirling,22.5,0
25,2,Nick Lachey,19.0,0
25,2,Nikki Bella,19.5,0
25,2,Sasha Pieterse,22.5,0
25,2,Terrell Owens,19.5,0
25,2,Vanessa Lachey,23.5,0
25,2,Victoria Arlen,22.0,0
25,3,Derek Fisher,21.0,0
25,3,Drew Scott,23.0,0
25,3,Frankie Muniz,21.0,0
25,3,Jordan Fisher,25.0,0
25,3,Lindsey Stirling,27.0,0
25,3,Nick Lachey,21.0,0
25,3,Nikki Bella,21.0,0
25,3,Sasha Pieterse,19.0,0
25,3,Terrell Owens,21.0,0
25,3,Vanessa Lachey,23.0,0
25,3,Victoria Arlen,22.0,0
25,4,Derek Fisher,23.0,1
25,4,Drew Scott,24.0,0
25,4,Frankie Muniz,24.0,0
25,4,Jordan Fisher,29.0,0
25,4,Lindsey Stirling,26.0,0
25,4,Nick Lachey,22.0,0
25,4,Nikki Bella,24.0,0
25,4,Sasha Pieterse,24.0,0
25,4,Terrell Owens,24.0,0
25,4,Vanessa Lachey,24.0,0
25,4,Victoria Arlen,27.0,0
25,5,Drew Scott,25.0,0
25,5,Frankie Muniz,29.0,0
25,5,Jordan Fisher,30.0,0
25,5,Lindsey Stirling,28.0,0
25,5,Nick Lachey,22.0,0
25,5,Nikki Bella,27.0,0
25,5,Sasha Pieterse,24.0,1
25,5,Terrell Owens,25.0,0
25,5,Vanessa Lachey,24.0,0
25,5,Victoria Arlen,27.0,0
25,6,Drew Scott,30.0,0
25,6,Frankie Muniz,31.0,0
25,6,Jordan Fisher,39.0,0
25,6,Lindsey Stirling,40.0,0
25,6,Nick Lachey,26.0,1
25,6,Nikki Bella,36.0,0
25,6,Terrell Owens,37.0,0
25,6,Vanessa Lachey,36.0,0
25,6,Victoria Arlen,31.0,0
25,7,Drew Scott,28.5,0
25,7,Frankie Muniz,30.0,0
25,7,Jordan Fisher,27.0,0
25,7,Lindsey Stirling,25.5,0
25,7,Nikki Bella,24.0,1
25,7,Terrell Owens,24.5,0
25,7,Vanessa Lachey,27.0,1
25,7,Victoria Arlen,28.5,0
25,8,Drew Scott,23.5,0
25,8,Frankie Muniz,26.5,0
25,8,Jordan Fisher,30.0,0
25,8,Lindsey Stirling,27.0,0
25,8,Terrell Owens,25.5,1
25,8,Victoria Arlen,24.0,0
25,9,Drew Scott,24.0,0
25,9,Frankie Muniz,25.5,0
25,9,Jordan Fisher,29.0,0
25,9,Lindsey Stirling,28.5,0
25,9,Victoria Arlen,28.0,1
25,10,Drew Scott,37.5,1
25,10,Frankie Muniz,38.8887,1
25,10,Jordan Fisher,40.0,1
25,10,Lindsey Stirling,40.0,1
26,1,Adam Rippon,24.0,0
26,1,Arike Ogunbowale,20.0,0
26,1,Chris Mazdzer,21.0,0
26,1,Jamie Anderson,19.0,1
26,1,Jennie Finch Daigle,21.0,0
26,1,Johnny Damon,18.0,1
26,1,Josh Norman,24.0,0
26,1,Kareem Abdul-Jabbar,17.0,0
26,1,Mirai Nagasu,23.0,0
26,1,Tonya Harding,23.0,0
26,2,Adam Rippon,37.0,0
26,2,Arike Ogunbowale,35.0,1
26,2,Chris Mazdzer,33.0,0
26,2,Jennie Finch Daigle,31.5,0
26,2,Josh Norman,31.5,0
26,2,Kareem Abdul-Jabbar,29.5,1
26,2,Mirai Nagasu,37.0,0
26,2,Tonya Harding,33.0,0
26,3,Adam Rippon,41.0,0
26,3,Chris Mazdzer,33.0,1
26,3,Jennie Finch Daigle,29.0,1
26,3,Josh Norman,38.0,0
26,3,Mirai Nagasu,35.0,1
26,3,Tonya Harding,35.0,0
26,4,Adam Rippon,29.0,1
26,4,Josh Norman,28.5,1
26,4,Tonya Harding,28.0,1
27,1,Alexis Ren,22.0,0
27,1,Bobby Bones,20.0,0
27,1,Danelle Umstead,18.0,0
27,1,DeMarcus Ware,23.0,0
27,1,Evanna Lynch,18.0,0
27,1,Joe Amabile,14.0,0
27,1,John Schneider,18.0,0
27,1,Juan Pablo Di Pace,22.0,0
27,1,Mary Lou Retton,20.0,0
27,1,Milo Manheim,20.0,0
27,1,Nancy McKeon,19.5,0
27,1,Nikki Glaser,17.5,1
27,1,Tinashe,23.0,0
27,2,Alexis Ren,24.5,0
27,2,Bobby Bones,19.5,0
27,2,Danelle Umstead,18.5,1
27,2,DeMarcus Ware,23.5,0
27,2,Evanna Lynch,24.0,0
27,2,Joe Amabile,17.5,0
27,2,John Schneider,21.5,0
27,2,Juan Pablo Di Pace,26.0,0
27,2,Mary Lou Retton,23.0,0
27,2,Milo Manheim,26.0,0
27,2,Nancy McKeon,20.5,0
27,2,Tinashe,26.0,0
27,3,Alexis Ren,26.0,0
27,3,Bobby Bones,23.0,0
27,3,DeMarcus Ware,26.0,0
27,3,Evanna Lynch,27.0,0
27,3,Joe Amabile,18.0,0
27,3,John Schneider,21.0,0
27,3,Juan Pablo Di Pace,30.0,0
27,3,Mary Lou Retton,24.0,0
27,3,Milo Manheim,27.0,0
27,3,Nancy McKeon,22.0,1
27,3,Tinashe,27.0,0
27,4,Alexis Ren,25.0,0
27,4,Bobby Bones,20.0,0
27,4,DeMarcus Ware,22.0,0
27,4,Evanna Lynch,24.0,0
27,4,Joe Amabile,15.0,0
27,4,John Schneider,21.0,0
27,4,Juan Pablo Di Pace,24.0,0
27,4,Mary Lou Retton,26.0,0
27,4,Milo Manheim,29.0,0
27,4,Tinashe,26.0,1
27,5,Alexis Ren,29.0,0
27,5,Bobby Bones,21.0,0
27,5,DeMarcus Ware,26.0,0
27,5,Evanna Lynch,24.0,0
27,5,Joe Amabile,17.0,0
27,5,John Schneider,24.0,0
27,5,Juan Pablo Di Pace,29.0,0
27,5,Mary Lou Retton,25.0,0
27,5,Milo Manheim,27.0,0
27,6,Alexis Ren,27.0,0
27,6,Bobby Bones,22.0,0
27,6,DeMarcus Ware,26.0,0
27,6,Evanna Lynch,29.0,0
27,6,Joe Amabile,22.0,0
27,6,John Schneider,19.0,0
27,6,Juan Pablo Di Pace,30.0,0
27,6,Mary Lou Retton,24.0,1
27,6,Milo Manheim,30.0,0
27,7,Alexis Ren,27.5,0
27,7,Bobby Bones,26.5,0
27,7,DeMarcus Ware,26.5,1
27,7,Evanna Lynch,29.5,0
27,7,Joe Amabile,23.5,0
27,7,John Schneider,27.0,1
27,7,Juan Pablo Di Pace,28.0,0
27,7,Milo Manheim,29.0,0
27,8,Alexis Ren,29.0,0
27,8,Bobby Bones,22.5,0
27,8,Evanna Lynch,29.0,0
27,8,Joe Amabile,23.0,1
27,8,Juan Pablo Di Pace,30.0,1
27,8,Milo Manheim,27.5,0
27,9,Alexis Ren,28.5,1
27,9,Bobby Bones,27.0,1
27,9,Evanna Lynch,30.0,1
27,9,Milo Manheim,30.0,1
28,1,Ally Brooke,16.0,0
28,1,Hannah Brown,20.0,0
28,1,James Van Der Beek,21.0,1
28,1,Karamo Brown,17.0,0
28,1,Kate Flannery,15.0,0
28,1,Kel Mitchell,16.0,0
28,1,Lamar Odom,11.0,0
28,1,Lauren Alaina,19.0,0
28,1,Mary Wilson,17.0,0
28,1,Ray Lewis,15.0,0
28,1,Sailor Brinkley-Cook,18.0,0
28,1,Sean Spicer,12.0,0
28,2,Ally Brooke,20.0,0
28,2,Hannah Brown,24.0,0
28,2,James Van Der Beek,20.0,0
28,2,Karamo Brown,19.0,0
28,2,Kate Flannery,21.0,0
28,2,Kel Mitchell,20.0,0
28,2,Lamar Odom,12.0,0
28,2,Lauren Alaina,19.0,0
28,2,Mary Wilson,15.0,1
28,2,Ray Lewis,15.0,1
28,2,Sailor Brinkley-Cook,18.0,0
28,2,Sean Spicer,16.0,0
28,3,Ally Brooke,24.0,0
28,3,Hannah Brown,21.0,0
28,3,James Van Der Beek,23.0,0
28,3,Karamo Brown,16.0,0
28,3,Kate Flannery,24.0,0
28,3,Kel Mitchell,20.0,0
28,3,Lamar Odom,12.0,0
28,3,Lauren Alaina,20.0,0
28,3,Sailor Brinkley-Cook,23.0,0
28,3,Sean Spicer,15.0,0
28,4,Ally Brooke,32.0,0
28,4,Hannah Brown,32.0,0
28,4,James Van Der Beek,28.0,0
28,4,Karamo Brown,28.0,0
28,4,Kate Flannery,26.0,0
28,4,Kel Mitchell,32.0,0
28,4,Lamar Odom,20.0,1
28,4,Lauren Alaina,32.0,0
28,4,Sailor Brinkley-Cook,31.0,0
28,4,Sean Spicer,21.0,0
28,5,Ally Brooke,27.0,0
28,5,Hannah Brown,25.0,0
28,5,James Van Der Beek,26.0,0
28,5,Karamo Brown,21.0,0
28,5,Kate Flannery,24.0,0
28,5,Kel Mitchell,26.0,0
28,5,Lauren Alaina,23.0,0
28,5,Sailor Brinkley-Cook,24.0,0
28,5,Sean Spicer,19.0,0
28,6,Ally Brooke,25.0,0
28,6,Hannah Brown,24.0,0
28,6,James Van Der Beek,27.0,0
28,6,Karamo Brown,25.0,0
28,6,Kate Flannery,27.0,0
28,6,Kel Mitchell,26.0,0
28,6,Lauren Alaina,26.0,0
28,6,Sailor Brinkley-Cook,27.0,1
28,6,Sean Spicer,21.0,0
28,7,Ally Brooke,27.0,0
28,7,Hannah Brown,26.0,0
28,7,James Van Der Beek,27.0,0
28,7,Karamo Brown,24.5,1
28,7,Kate Flannery,24.0,0
28,7,Kel Mitchell,25.5,0
28,7,Lauren Alaina,27.0,0
28,7,Sean Spicer,21.0,0
28,8,Ally Brooke,30.0,0
28,8,Hannah Brown,30.9998,0
28,8,James Van Der Beek,31.9998,0
28,8,Kate Flannery,25.9998,1
28,8,Kel Mitchell,29.9998,0
28,8,Lauren Alaina,24.0,0
28,8,Sean Spicer,20.0,0
28,9,Ally Brooke,40.0,0
28,9,Hannah Brown,35.5,0
28,9,James Van Der Beek,36.0,0
28,9,Kel Mitchell,37.0,0
28,9,Lauren Alaina,35.0,0
28,9,Sean Spicer,25.0,1
28,10,Ally Brooke,29.5,0
28,10,Hannah Brown,27.0,0
28,10,James Van Der Beek,25.5,1
28,10,Kel Mitchell,28.5,0
28,10,Lauren Alaina,27.0,0
28,11,Ally Brooke,30.0,0
28,11,Hannah Brown,29.0,0
28,11,Kel Mitchell,29.5,0
28,11,Lauren Alaina,28.5,0
29,1,AJ McLean,18.0,0
29,1,Anne Heche,18.0,0
29,1,Carole Baskin,11.0,0
29,1,Charles Oakley,12.0,0
29,1,Chrishell Stause,13.0,0
29,1,Jeannie Mai,18.0,0
29,1,Jesse Metcalfe,18.0,0
29,1,Johnny Weir,18.0,1
29,1,Justina Machado,21.0,0
29,1,Kaitlyn Bristowe,20.0,0
29,1,Monica Aldama,19.0,0
29,1,Nelly,16.0,0
29,1,Nev Schulman,20.0,0
29,1,Skai Jackson,21.0,1
29,1,Veron Davis,17.0,0
29,2,AJ McLean,19.0,0
29,2,Anne Heche,18.0,0
29,2,Carole Baskin,16.0,0
29,2,Charles Oakley,15.0,1
29,2,Chrishell Stause,18.0,0
29,2,Jeannie Mai,18.0,0
29,2,Jesse Metcalfe,20.0,0
29,2,Johnny Weir,18.0,0
29,2,Justina Machado,21.0,0
29,2,Kaitlyn Bristowe,22.0,0
29,2,Monica Aldama,16.0,0
29,2,Nelly,18.0,0
29,2,Nev Schulman,21.0,0
29,2,Skai Jackson,15.0,0
29,2,Veron Davis,18.0,0
29,3,AJ McLean,21.0,0
29,3,Anne Heche,15.0,0
29,3,Carole Baskin,12.0,1
29,3,Chrishell Stause,22.0,0
29,3,Jeannie Mai,22.0,0
29,3,Jesse Metcalfe,20.0,0
29,3,Johnny Weir,24.0,0
29,3,Justina Machado,19.0,0
29,3,Kaitlyn Bristowe,23.0,0
29,3,Monica Aldama,21.0,0
29,3,Nelly,18.0,0
29,3,Nev Schulman,24.0,0
29,3,Skai Jackson,18.0,0
29,3,Veron Davis,22.0,0
29,4,AJ McLean,24.0,0
29,4,Anne Heche,21.0,1
29,4,Chrishell Stause,22.0,0
29,4,Jeannie Mai,21.0,0
29,4,Jesse Metcalfe,21.0,0
29,4,Johnny Weir,24.0,0
29,4,Justina Machado,24.0,0
29,4,Kaitlyn Bristowe,25.0,0
29,4,Monica Aldama,24.0,0
29,4,Nelly,21.0,0
29,4,Nev Schulman,24.0,0
29,4,Skai Jackson,28.0,0
29,4,Veron Davis,22.0,0
29,5,AJ McLean,24.0,0
29,5,Chrishell Stause,19.0,0
29,5,Jeannie Mai,24.0,0
29,5,Jesse Metcalfe,19.0,1
29,5,Johnny Weir,29.0,0
29,5,Justina Machado,24.0,0
29,5,Kaitlyn Bristowe,27.0,0
29,5,Monica Aldama,26.0,0
29,5,Nelly,24.0,0
29,5,Nev Schulman,26.0,0
29,5,Skai Jackson,24.0,0
29,5,Veron Davis,21.0,0
29,6,AJ McLean,27.0,0
29,6,Chrishell Stause,24.0,0
29,6,Jeannie Mai,25.0,0
29,6,Johnny Weir,22.0,0
29,6,Justina Machado,27.0,0
29,6,Kaitlyn Bristowe,27.0,0
